date,nav,cash,n_pos,ret
2025-12-02,6795166.14355128,211707.13355127978,10,0.004788453075918575
2025-12-03,6749290.51355128,211707.13355127978,10,-0.006751215353805073
2025-12-04,6835388.47355128,211707.13355127978,10,0.012756594167510071
2025-12-05,6898789.82342128,4396661.20342128,4,0.00927545670817742
2025-12-08,6863781.86342128,4396661.20342128,4,-0.005074507398551087
2025-12-09,6816159.853291281,287373.5032912805,7,-0.006938159032091051
2025-12-10,6877951.53329128,287373.5032912805,7,0.009065468141883803
2025-12-11,6839588.36329128,287373.5032912805,7,-0.005577702868988066
2025-12-12,6934919.32269128,2692257.3426912804,3,0.013938113572981914
2025-12-15,6973169.44269128,2692257.3426912804,3,0.0055155825497268385
2025-12-16,6900542.71689128,1307306.3168912807,4,-0.01041516722013991
2025-12-17,6895610.546891281,1307306.3168912807,4,-0.0007147510279047475
2025-12-18,6923285.366891281,1307306.3168912807,4,0.004013396611047826
2025-12-19,6907265.57960128,5488148.479601281,1,-0.0023138996070580786
2025-12-22,6893644.779601281,5488148.479601281,1,-0.0019719525538767213
2025-12-23,6884819.4273006385,545213.2604194152,6,-0.0012802157034196293
2025-12-24,6875281.147495627,545213.2604194152,6,-0.0013854074033065045
2025-12-29,6858654.15154392,545213.2604194152,6,-0.0024183732410366643
2025-12-30,7003596.371482191,1949888.0559194153,5,0.021132749477627888
2025-12-31,7005821.3245555395,1949888.0559194153,5,0.0003176872217263149
2026-01-02,7175594.882269046,90388.11806752009,10,0.02423321261683431
2026-01-05,7258118.652881219,90388.11806752009,10,0.011500617296008375
2026-01-06,7373474.514717738,90388.11806752009,10,0.015893355751456006
2026-01-07,7408704.061503393,4390197.20607752,6,0.00477787598171453
2026-01-08,7387540.539734697,4390197.20607752,6,-0.0028565754000978716
2026-01-09,7389297.390372089,59309.103177520214,13,0.00023781265604472246
2026-01-12,7573361.451528611,59309.103177520214,13,0.02490954842287829
2026-01-13,7611531.779827739,59309.103177520214,13,0.005040077453509539
2026-01-14,7601944.295530168,3135241.6155301686,7,-0.0012595998512388018
2026-01-15,7654574.865530169,3135241.6155301686,7,0.006923303822542692
2026-01-16,7674977.944870169,875151.2048701688,9,0.002665475182936472
2026-01-19,7696361.694870169,875151.2048701688,9,0.002786164358204113
2026-01-20,7731554.924870169,875151.2048701688,9,0.004572709988858392
2026-01-21,7787474.731900169,4803013.1519001685,3,0.007232672802998774
2026-01-22,7885702.561900169,4803013.1519001685,3,0.01261356644890621
2026-01-23,7823325.992493457,43259.803589441,13,-0.00791008396741777
2026-01-26,7894567.071778029,43259.803589441,13,0.009106239386282633
2026-01-27,8012756.800417716,43259.803589441,13,0.014971020901475063
2026-01-28,8207285.544171702,2104296.408629441,11,0.0242773802574221
2026-01-29,8278323.69542636,2104296.408629441,11,0.008655498931081418
2026-01-30,8097138.607334808,233649.2222294415,13,-0.02188668802497462
2026-02-02,7881241.421559138,233649.2222294415,13,-0.026663392618733184
2026-02-03,8035543.355213817,233649.2222294415,13,0.019578379268091695
2026-02-04,8205272.742848014,5118804.602848015,4,0.021122328650503785
2026-02-05,8239385.762848015,5118804.602848015,4,0.004157451076776786
2026-02-06,8226877.128328016,389312.0683280154,13,-0.001518151337979723
2026-02-09,8356574.498328016,389312.0683280154,13,0.015765079261170323
2026-02-10,8414896.978328016,389312.0683280154,13,0.006979232939485991
2026-02-11,8496692.764348015,2841916.7743480154,10,0.009720355012148074
2026-02-12,8475613.864348015,2841916.7743480154,10,-0.0024808358480898907
2026-02-13,8362517.739128016,433956.7891280155,14,-0.01334370902569415
2026-02-16,8410030.969128016,433956.7891280155,14,0.005681689591842343
2026-02-20,8454152.439128015,433956.7891280155,14,0.005246291025795546
2026-02-23,8593838.341978015,5517020.761978015,5,0.016522756580955145
2026-02-24,8607055.081978016,5517020.761978015,5,0.0015379321176476335
2026-02-25,8577054.977338016,1820709.1773380153,6,-0.0034855248809567696
2026-02-26,8607350.277338015,1820709.1773380153,6,0.0035321331249529297
2026-02-27,8713217.247338016,1820709.1773380153,6,0.012299600526161303
2026-03-02,8694600.776028015,4342983.356028016,2,-0.0021365783477610423
2026-03-03,8656493.396028016,4342983.356028016,2,-0.0043828786371727935
2026-03-04,8521695.636888016,62935.236888016574,3,-0.015571866455977523
2026-03-05,8638758.006888017,62935.236888016574,3,0.013736980876584148
2026-03-06,8690119.896888018,62935.236888016574,3,0.005945517857896654
2026-03-09,8578849.660608016,4342347.130608017,1,-0.012804223370939671
2026-03-10,8597295.970608016,4342347.130608017,1,0.0021502078634974
2026-03-11,8599262.021784017,888186.033784017,3,0.00022868250467600326
2026-03-12,8599033.649784017,888186.033784017,3,-2.6557162628670916e-05
2026-03-13,8581413.417784017,888186.033784017,3,-0.0020490944352151708
2026-03-16,8464903.219324019,4970981.611324018,2,-0.01357704060948084
2026-03-17,8511363.087324018,4970981.611324018,2,0.005488529141590037
2026-03-18,8489320.175524019,1561047.8075240185,4,-0.0025898215801447577
2026-03-19,8524771.063524019,1561047.8075240185,4,0.004175939564891262
2026-03-20,8546548.751524018,1561047.8075240185,4,0.002554636111365083
2026-03-23,8492114.012892019,5144444.812892019,2,-0.006369207058263382
2026-03-24,8631807.31289202,5144444.812892019,2,0.016449767370990243
2026-03-25,8578802.97311202,1078398.0131120188,5,-0.006140584220506673
2026-03-26,8923667.223112019,1078398.0131120188,5,0.04019957692009979
2026-03-27,8941144.44311202,1078398.0131120188,5,0.001958524400678563
2026-03-30,9208015.59891202,2832890.098912019,4,0.029847538813176033
2026-03-31,9166145.958912019,2832890.098912019,4,-0.004547086128410482
2026-04-01,9003561.43496202,250571.6649620193,8,-0.017737501091385388
2026-04-02,9166372.33496202,250571.6649620193,8,0.01808294430776969
2026-04-08,9171792.50496202,250571.6649620193,8,0.0005913102590571206
2026-04-09,9189180.361312019,6500071.301312019,4,0.001895796960146301
2026-04-10,9187676.871312018,6500071.301312019,4,-0.00016361524541730343
2026-04-13,9120749.10707202,608019.93707202,13,-0.007284514374790052
2026-04-14,9192955.27707202,608019.93707202,13,0.007916692933041203
2026-04-15,9381404.24707202,608019.93707202,13,0.0204992806252422
2026-04-16,9492092.51892202,3357203.6189220203,9,0.011798689080533498
2026-04-17,9428321.118922021,3357203.6189220203,9,-0.006718371093926145
